run_id,round,n_presented,challenger_id,pool_before,pool_after,presentation_order,ranking,discarded_id,discarded_position,discarded_was_challenger,top_id,top_changed,sel_prompt_tokens,sel_completion_tokens,sel_reasoning_tokens,latency_seconds,cached,parse_status,parse_retries,raw_response
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,4,4,c006,c000;c001;c002,c000;c001;c002,c002;c000;c006;c001,c000;c002;c001;c006,c006,3,true,c000,false,1587,17,0,1.099,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,4,4,c006,c000;c002;c003,c000;c002;c003,c000;c002;c006;c003,c000;c003;c002;c006,c006,3,true,c000,true,1623,20,0,1.02,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,2,6,c006,c000;c001;c002;c003;c005,c000;c001;c002;c005;c006,c005;c001;c002;c006;c000;c003,c000;c006;c002;c005;c001;c003,c003,6,false,c000,false,2275,26,0,0.949,false,ok,0,"RANKING: 5, 4, 3, 1, 2, 6 DISCARD: 6"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,5,4,c007,c000;c001;c002,c000;c001;c002,c002;c000;c007;c001,c000;c001;c002;c007,c007,3,true,c000,false,1547,17,0,0.824,false,ok,0,"RANKING: 2,4,1,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,3,4,c005,c000;c001;c003,c000;c001;c003,c005;c000;c003;c001,c003;c000;c001;c005,c005,1,true,c003,false,1580,20,0,0.633,false,ok,0,"RANKING: 3, 2, 4, 1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,6,4,c008,c000;c001;c002,c000;c001;c002,c002;c008;c000;c001,c000;c001;c002;c008,c008,2,true,c000,false,1553,20,0,1.074,false,ok,0,"RANKING: 3, 4, 1, 2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,5,4,c007,c000;c002;c003,c000;c002;c003,c003;c002;c007;c000,c003;c002;c000;c007,c007,3,true,c003,true,1641,20,0,0.783,false,ok,0,"RANKING: 1, 2, 4, 3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,7,4,c009,c000;c001;c002,c000;c001;c009,c000;c009;c002;c001,c000;c001;c009;c002,c002,3,false,c000,false,1581,17,0,0.881,false,ok,0,"RANKING: 1,4,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,1,6,c005,c000;c001;c002;c003;c004,c000;c001;c003;c004;c005,c001;c003;c005;c002;c004;c000,c000;c001;c005;c003;c004;c002,c002,4,false,c000,true,2227,21,0,0.746,false,ok,0,"RANKING: 6,1,3,2,5,4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,4,4,c006,c000;c002;c004,c000;c004;c006,c004;c006;c002;c000,c000;c004;c006;c002,c002,3,false,c000,false,1578,17,0,0.96,false,ok,0,"RANKING: 4,1,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,3,6,c007,c000;c001;c002;c005;c006,c000;c002;c005;c006;c007,c000;c001;c006;c007;c005;c002,c000;c002;c006;c005;c007;c001,c001,2,false,c000,false,2297,21,0,0.983,false,ok,0,"RANKING: 1,6,3,5,4,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,4,4,c006,c000;c001;c003,c001;c003;c006,c001;c006;c003;c000,c006;c001;c003;c000,c000,4,false,c006,true,1604,20,0,0.991,false,ok,0,"RANKING: 2, 1, 3, 4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,8,4,c010,c000;c001;c009,c000;c009;c010,c010;c009;c000;c001,c000;c010;c009;c001,c001,4,false,c000,false,1602,17,0,0.686,false,ok,0,"RANKING: 3,1,2,4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,5,4,c007,c000;c001;c005,c000;c001;c005,c007;c005;c001;c000,c000;c001;c005;c007,c007,1,true,c000,false,1615,17,0,0.672,false,ok,0,"RANKING: 4,3,2,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,6,4,c008,c000;c002;c003,c000;c002;c003,c002;c000;c003;c008,c003;c002;c000;c008,c008,4,true,c003,false,1637,17,0,0.853,false,ok,0,"RANKING: 3,1,2,4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,1,6,c005,c000;c001;c002;c003;c004,c000;c001;c002;c003;c005,c002;c000;c001;c005;c003;c004,c000;c002;c003;c001;c005;c004,c004,6,false,c000,true,2301,21,0,0.717,false,ok,0,"RANKING: 2,1,5,3,4,6 DISCARD: 6"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,9,4,c011,c000;c009;c010,c000;c009;c010,c010;c011;c000;c009,c000;c010;c009;c011,c011,2,true,c000,false,1628,17,0,0.711,false,ok,0,"RANKING: 3,1,4,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,2,6,c006,c000;c001;c003;c004;c005,c000;c001;c003;c005;c006,c005;c006;c001;c003;c000;c004,c000;c005;c001;c003;c006;c004,c004,6,false,c000,false,2240,26,0,0.819,false,ok,0,"RANKING: 5, 1, 3, 4, 2, 6 DISCARD: 6"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,1,6,c005,c000;c001;c002;c003;c004,c000;c001;c002;c003;c004,c005;c000;c001;c004;c002;c003,c000;c002;c001;c003;c004;c005,c005,1,true,c000,true,2269,21,0,1.583,false,ok,0,"RANKING: 2,5,3,6,4,1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,2,6,c006,c000;c001;c002;c003;c005,c000;c001;c002;c003;c005,c000;c002;c006;c005;c003;c001,c000;c002;c003;c001;c005;c006,c006,3,true,c000,false,2335,21,0,0.943,false,ok,0,"RANKING: 1,2,5,6,4,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,7,4,c009,c000;c002;c003,c000;c002;c003,c002;c003;c009;c000,c000;c002;c003;c009,c009,3,true,c003,false,1613,17,0,0.798,false,ok,0,"RANKING: 4,1,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,4,6,c008,c000;c002;c005;c006;c007,c000;c002;c005;c006;c008,c006;c007;c002;c005;c008;c000,c000;c006;c002;c005;c008;c007,c007,2,false,c000,false,2303,21,0,0.916,false,ok,0,"RANKING: 6,1,3,4,5,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,6,4,c008,c000;c001;c005,c000;c001;c005,c000;c005;c008;c001,c000;c001;c005;c008,c008,3,true,c000,false,1614,20,0,0.703,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,3,6,c007,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c006;c003;c007;c005;c000;c001,c000;c005;c001;c003;c006;c007,c007,3,true,c000,false,2234,26,0,0.799,false,ok,0,"RANKING: 5, 4, 6, 2, 1, 3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,10,4,c012,c000;c009;c010,c000;c009;c010,c010;c012;c000;c009,c000;c010;c009;c012,c012,2,true,c000,false,1619,17,0,0.955,false,ok,0,"RANKING: 3,1,4,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,1,6,c005,c000;c001;c002;c003;c004,c000;c002;c003;c004;c005,c000;c004;c002;c003;c005;c001,c000;c005;c003;c002;c004;c001,c001,6,false,c000,true,2805,21,0,0.865,false,ok,0,"RANKING: 1,5,4,3,2,6 DISCARD: 6"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,5,4,c007,c001;c003;c006,c001;c003;c006,c001;c003;c006;c007,c006;c003;c001;c007,c007,4,true,c006,false,1517,17,0,0.79,false,ok,0,"RANKING: 3,2,1,4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,2,6,c006,c000;c001;c002;c003;c004,c000;c001;c002;c003;c004,c000;c006;c003;c001;c002;c004,c000;c001;c002;c004;c003;c006,c006,2,true,c000,false,2265,21,0,1.259,false,ok,0,"RANKING: 1,4,5,6,3,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,8,4,c010,c000;c002;c003,c002;c003;c010,c002;c003;c000;c010,c010;c002;c003;c000,c000,3,false,c010,true,1624,17,0,1.039,false,ok,0,"RANKING: 4,1,2,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,7,4,c009,c000;c001;c005,c000;c001;c009,c001;c005;c000;c009,c000;c001;c009;c005,c005,2,false,c000,false,1625,17,0,0.736,false,ok,0,"RANKING: 3,1,4,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,4,6,c008,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c005;c006;c003;c008;c000;c001,c000;c005;c001;c003;c006;c008,c008,4,true,c000,false,2248,21,0,0.886,false,ok,0,"RANKING: 5,1,6,3,2,4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,3,6,c007,c000;c001;c002;c003;c005,c000;c001;c002;c003;c005,c003;c000;c005;c007;c001;c002,c000;c002;c001;c003;c005;c007,c007,4,true,c000,false,2340,21,0,1.023,false,ok,0,"RANKING: 2,6,5,1,3,4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,6,4,c008,c001;c003;c006,c001;c003;c006,c006;c001;c008;c003,c006;c003;c001;c008,c008,3,true,c006,false,1657,17,0,0.752,false,ok,0,"RANKING: 1,4,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,5,6,c009,c000;c002;c005;c006;c008,c000;c002;c006;c008;c009,c002;c006;c009;c005;c000;c008,c000;c006;c002;c009;c008;c005,c005,4,false,c000,false,2307,21,0,0.812,false,ok,0,"RANKING: 5,2,1,3,6,4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,2,6,c006,c000;c002;c003;c004;c005,c000;c002;c003;c005;c006,c002;c004;c006;c003;c005;c000,c000;c005;c003;c002;c006;c004,c004,2,false,c000,false,2199,26,0,0.756,false,ok,0,"RANKING: 6, 5, 4, 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,3,6,c007,c000;c001;c002;c003;c004,c000;c001;c002;c003;c004,c007;c001;c004;c000;c003;c002,c000;c001;c002;c004;c003;c007,c007,1,true,c000,false,2256,21,0,0.849,false,ok,0,"RANKING: 4,2,6,3,5,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,5,4,c007,c000;c004;c006,c000;c004;c006,c000;c006;c007;c004,c000;c004;c006;c007,c007,3,true,c000,false,1588,20,0,0.909,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,8,4,c010,c000;c001;c009,c000;c001;c009,c001;c010;c009;c000,c000;c001;c009;c010,c010,2,true,c000,false,1601,17,0,0.634,false,ok,0,"RANKING: 4,1,3,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,4,6,c008,c000;c001;c002;c003;c005,c000;c001;c002;c003;c005,c001;c008;c005;c003;c002;c000,c002;c001;c003;c005;c000;c008,c008,2,true,c002,true,2307,21,0,0.711,false,ok,0,"RANKING: 5,1,4,3,6,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,5,6,c009,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c009;c000;c005;c006;c001;c003,c000;c001;c005;c003;c006;c009,c009,1,true,c000,false,2257,26,0,0.797,false,ok,0,"RANKING: 2, 5, 3, 6, 4, 1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,9,4,c011,c002;c003;c010,c002;c003;c010,c011;c003;c002;c010,c010;c003;c002;c011,c011,1,true,c010,false,1665,20,0,0.711,false,ok,0,"RANKING: 4, 2, 3, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,3,6,c007,c000;c002;c003;c005;c006,c000;c002;c003;c005;c007,c006;c007;c002;c003;c005;c000,c000;c005;c003;c002;c007;c006,c006,1,false,c000,false,2206,26,0,0.834,false,ok,0,"RANKING: 6, 5, 4, 3, 2, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,6,6,c010,c000;c002;c006;c008;c009,c000;c006;c008;c009;c010,c010;c008;c006;c000;c002;c009,c000;c010;c006;c009;c008;c002,c002,5,false,c000,false,2277,21,0,0.829,false,ok,0,"RANKING: 4,1,3,6,2,5 DISCARD: 5"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,5,6,c009,c000;c001;c002;c003;c005,c000;c001;c002;c003;c005,c009;c005;c000;c001;c003;c002,c000;c002;c003;c001;c005;c009,c009,1,true,c000,true,2302,21,0,0.732,false,ok,0,"RANKING: 3,6,5,4,2,1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,4,6,c008,c000;c001;c002;c003;c004,c000;c001;c002;c003;c004,c008;c002;c000;c004;c001;c003,c000;c001;c002;c004;c003;c008,c008,1,true,c000,false,2266,21,0,0.698,false,ok,0,"RANKING: 3,5,2,4,6,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,6,4,c008,c000;c004;c006,c000;c004;c006,c008;c004;c000;c006,c000;c004;c006;c008,c008,1,true,c000,false,1592,17,0,1.103,false,ok,0,"RANKING: 3,2,4,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,9,4,c011,c000;c001;c009,c000;c001;c009,c001;c009;c011;c000,c000;c001;c009;c011,c011,3,true,c000,false,1630,17,0,0.688,false,ok,0,"RANKING: 4,1,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,4,6,c008,c000;c002;c003;c005;c007,c000;c003;c005;c007;c008,c005;c002;c003;c008;c007;c000,c000;c005;c003;c007;c008;c002,c002,2,false,c000,false,2229,21,0,0.702,false,ok,0,"RANKING: 6,1,3,5,4,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,6,6,c010,c000;c001;c002;c003;c005,c000;c001;c002;c003;c010,c000;c010;c002;c003;c001;c005,c000;c002;c001;c003;c010;c005,c005,6,false,c000,false,2322,26,0,0.891,false,ok,0,"RANKING: 1, 3, 5, 4, 2, 6 DISCARD: 6"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,7,6,c011,c000;c006;c008;c009;c010,c000;c006;c009;c010;c011,c011;c010;c009;c006;c008;c000,c000;c006;c010;c009;c011;c008,c008,5,false,c000,false,2270,26,0,0.898,false,ok,0,"RANKING: 6, 4, 2, 3, 1, 5 DISCARD: 5"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,7,4,c009,c000;c004;c006,c000;c004;c006,c000;c006;c009;c004,c000;c004;c006;c009,c009,3,true,c000,false,1615,17,0,0.794,false,ok,0,"RANKING: 1,4,2,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,5,6,c009,c000;c001;c002;c003;c004,c000;c001;c002;c003;c004,c003;c004;c002;c000;c009;c001,c000;c002;c001;c003;c004;c009,c009,5,true,c000,false,2275,26,0,0.771,false,ok,0,"RANKING: 4, 3, 6, 1, 2, 5 DISCARD: 5"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,7,4,c009,c001;c003;c006,c001;c003;c006,c001;c003;c006;c009,c006;c003;c001;c009,c009,4,true,c006,false,2205,17,0,0.761,false,ok,0,"RANKING: 3,2,1,4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,7,6,c011,c000;c001;c002;c003;c010,c000;c001;c002;c003;c010,c011;c000;c010;c001;c003;c002,c000;c002;c003;c001;c010;c011,c011,1,true,c000,false,2316,26,0,0.783,false,ok,0,"RANKING: 2, 6, 5, 4, 3, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,8,6,c012,c000;c006;c009;c010;c011,c000;c006;c009;c010;c012,c011;c000;c009;c012;c010;c006,c000;c010;c006;c012;c009;c011,c011,1,false,c000,false,2273,21,0,0.729,false,ok,0,"RANKING: 2,5,6,4,3,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,10,4,c012,c000;c001;c009,c000;c001;c009,c001;c012;c000;c009,c000;c001;c009;c012,c012,2,true,c000,false,1613,17,0,0.873,false,ok,0,"RANKING: 3,1,4,2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,6,6,c010,c000;c001;c002;c003;c004,c000;c001;c002;c004;c010,c001;c000;c003;c010;c004;c002,c002;c001;c000;c010;c004;c003,c003,3,false,c000,false,2252,26,0,1.021,false,ok,0,"RANKING: 6, 1, 2, 4, 5, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,6,6,c010,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c005;c006;c010;c001;c003;c000,c000;c005;c001;c003;c006;c010,c010,3,true,c000,false,2255,21,0,0.787,false,ok,0,"RANKING: 6,1,4,5,2,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,10,4,c012,c002;c003;c010,c002;c003;c010,c003;c012;c010;c002,c002;c003;c010;c012,c012,2,true,c010,false,1687,17,0,1.045,false,ok,0,"RANKING: 4,1,3,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,8,4,c010,c000;c004;c006,c000;c004;c006,c000;c006;c004;c010,c000;c004;c006;c010,c010,4,true,c000,false,1564,20,0,0.598,false,ok,0,"RANKING: 1, 3, 2, 4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,8,4,c010,c001;c003;c006,c001;c003;c006,c006;c001;c010;c003,c006;c003;c001;c010,c010,3,true,c006,false,1669,20,0,0.604,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,8,6,c012,c000;c001;c002;c003;c010,c000;c001;c002;c003;c012,c001;c010;c012;c003;c000;c002,c002;c000;c003;c001;c012;c010,c010,2,false,c000,false,2310,26,0,0.744,false,ok,0,"RANKING: 6, 5, 4, 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,9,6,c013,c000;c006;c009;c010;c012,c000;c006;c009;c010;c012,c013;c012;c006;c000;c010;c009,c000;c006;c010;c012;c009;c013,c013,1,true,c000,false,2247,26,0,0.766,false,ok,0,"RANKING: 4, 3, 5, 2, 6, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,5,6,c009,c000;c003;c005;c007;c008,c000;c003;c005;c007;c008,c005;c000;c003;c009;c008;c007,c000;c005;c003;c007;c008;c009,c009,4,true,c000,false,2161,21,0,0.996,false,ok,0,"RANKING: 2,1,3,6,5,4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,9,4,c011,c001;c003;c006,c001;c003;c006,c011;c003;c001;c006,c006;c003;c001;c011,c011,1,true,c006,false,1640,17,0,0.692,false,ok,0,"RANKING: 4,2,3,1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,7,6,c011,c000;c001;c002;c004;c010,c000;c001;c002;c004;c010,c010;c004;c001;c000;c002;c011,c000;c001;c010;c004;c002;c011,c011,6,true,c000,false,2228,26,0,0.697,false,ok,0,"RANKING: 4, 3, 1, 2, 5, 6 DISCARD: 6"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,7,6,c011,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c005;c011;c003;c006;c001;c000,c000;c005;c001;c006;c003;c011,c011,2,true,c000,false,2275,26,0,0.749,false,ok,0,"RANKING: 6, 1, 5, 4, 3, 2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,9,6,c013,c000;c001;c002;c003;c012,c000;c001;c002;c003;c012,c012;c003;c013;c000;c002;c001,c000;c002;c003;c001;c012;c013,c013,3,true,c000,false,2291,21,0,0.868,false,ok,0,"RANKING: 4,5,2,6,1,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,9,4,c011,c000;c004;c006,c000;c004;c011,c004;c006;c011;c000,c004;c000;c011;c006,c006,2,false,c000,false,1601,20,0,0.724,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,10,6,c014,c000;c006;c009;c010;c012,c000;c006;c009;c010;c014,c012;c014;c010;c000;c009;c006,c000;c010;c006;c009;c014;c012,c012,1,false,c000,false,2260,21,0,0.714,false,ok,0,"RANKING: 4,3,6,5,2,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,10,4,c012,c000;c004;c011,c000;c004;c011,c011;c000;c004;c012,c004;c000;c011;c012,c012,4,true,c000,false,1592,17,0,0.628,false,ok,0,"RANKING: 3,2,1,4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,10,4,c012,c001;c003;c006,c001;c003;c006,c003;c001;c012;c006,c003;c006;c001;c012,c012,3,true,c006,false,1635,20,0,0.638,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s1,10,6,c014,c000;c001;c002;c003;c012,c000;c001;c002;c003;c012,c002;c003;c001;c012;c014;c000,c000;c002;c001;c003;c012;c014,c014,5,true,c000,false,2288,26,0,0.881,false,ok,0,"RANKING: 6, 1, 3, 2, 4, 5 DISCARD: 5"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,8,6,c012,c000;c001;c002;c004;c010,c000;c001;c002;c004;c010,c000;c004;c001;c002;c012;c010,c000;c010;c001;c002;c004;c012,c012,5,true,c000,false,2275,26,0,0.696,false,ok,0,"RANKING: 1, 6, 3, 4, 2, 5 DISCARD: 5"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,8,6,c012,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c006;c012;c005;c000;c003;c001,c000;c005;c001;c006;c003;c012,c012,2,true,c000,false,2254,26,0,0.757,false,ok,0,"RANKING: 4, 3, 6, 1, 5, 2 DISCARD: 2"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,9,6,c013,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c006;c001;c005;c013;c003;c000,c000;c005;c001;c003;c006;c013,c013,4,true,c000,false,2259,26,0,0.697,false,ok,0,"RANKING: 6, 3, 2, 5, 1, 4 DISCARD: 4"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,9,6,c013,c000;c001;c002;c004;c010,c001;c002;c004;c010;c013,c013;c002;c010;c001;c000;c004,c002;c013;c010;c004;c001;c000,c000,5,false,c013,true,2251,21,0,0.803,false,ok,0,"RANKING: 2,1,3,6,4,5 DISCARD: 5"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,6,6,c010,c000;c003;c005;c007;c008,c000;c003;c005;c007;c008,c010;c007;c003;c005;c008;c000,c000;c005;c003;c007;c008;c010,c010,1,true,c000,false,2241,26,0,0.777,false,ok,0,"RANKING: 6, 4, 3, 2, 5, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s4,10,6,c014,c001;c002;c004;c010;c013,c001;c002;c004;c010;c013,c010;c004;c002;c001;c014;c013,c013;c002;c010;c001;c004;c014,c014,5,true,c013,false,2298,26,0,0.815,false,ok,0,"RANKING: 6, 3, 1, 4, 2, 5 DISCARD: 5"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s0,10,6,c014,c000;c001;c003;c005;c006,c000;c001;c003;c005;c006,c006;c005;c014;c000;c003;c001,c000;c005;c001;c006;c003;c014,c014,3,true,c000,false,2241,21,0,0.836,false,ok,0,"RANKING: 4,2,6,1,5,3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,7,6,c011,c000;c003;c005;c007;c008,c000;c003;c005;c007;c011,c008;c007;c011;c000;c005;c003,c000;c003;c005;c011;c007;c008,c008,1,false,c000,false,2219,21,0,0.701,false,ok,0,"RANKING: 4,6,5,3,2,1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,8,6,c012,c000;c003;c005;c007;c011,c000;c003;c005;c011;c012,c000;c003;c007;c005;c012;c011,c000;c005;c003;c011;c012;c007,c007,3,false,c000,false,2192,26,0,0.712,false,ok,0,"RANKING: 1, 4, 2, 6, 5, 3 DISCARD: 3"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,9,6,c013,c000;c003;c005;c011;c012,c000;c003;c005;c012;c013,c011;c012;c013;c005;c000;c003,c000;c005;c003;c013;c012;c011,c011,1,false,c000,false,2203,26,0,0.694,false,ok,0,"RANKING: 5, 4, 6, 3, 2, 1 DISCARD: 1"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s3,10,6,c014,c000;c003;c005;c012;c013,c000;c003;c005;c012;c013,c014;c012;c005;c013;c003;c000,c000;c005;c003;c013;c012;c014,c014,1,true,c000,false,2208,26,0,0.837,false,ok,0,"RANKING: 6, 3, 5, 4, 2, 1 DISCARD: 1"
